epoch,train_loss,train_accuracy,test_recall@1,test_recall@2,test_recall@4,test_recall@8
1,1.107603973595064,54.356343283582085,32.8142374753952,49.49944019317627,74.41601157188416,92.32479929924011
2,1.098638673727192,53.88059701492537,37.04115450382233,52.50278115272522,76.41823887825012,92.43603348731995
3,1.0630616216517206,56.82835820895522,33.37041139602661,50.05561709403992,74.6384859085083,91.3236916065216
4,1.0732009133741036,56.26865671641791,36.373746395111084,50.72302222251892,77.97552347183228,92.10233092308044
5,1.0637152677151693,57.81716417910447,35.48386991024017,53.837597370147705,73.74860644340515,92.21356511116028
6,1.0336110028757979,60.33582089552239,31.59065544605255,52.280306816101074,80.53392171859741,95.4393744468689
7,1.0032850454992324,62.3320895522388,31.701889634132385,51.501667499542236,80.64515590667725,95.55060863494873
8,0.9794809775565987,65.56902985074626,31.145715713500977,54.61623668670654,83.75973105430603,93.99332404136658
9,0.9597713427312339,65.90485074626866,32.8142374753952,47.942155599594116,77.19688415527344,92.54727363586426
10,0.9372930716222792,68.13432835820895,33.70411396026611,52.39154100418091,77.0856499671936,92.21356511116028
11,0.9035874794223415,70.23320895522389,34.48275625705719,50.94549059867859,74.74972009658813,92.76974201202393
12,0.8877560390020485,71.56716417910448,37.04115450382233,54.72747087478638,77.30811834335327,93.43714714050293
13,0.8792483378702135,72.1268656716418,30.3670734167099,56.729698181152344,84.98331308364868,93.10344457626343
14,0.8597784637070414,72.84514925373135,33.481645584106445,54.61623668670654,75.41712522506714,90.98998308181763
15,0.8600815032177896,73.24626865671642,28.364849090576172,51.501667499542236,83.42602252960205,92.32479929924011
16,0.8405136310342533,74.7294776119403,41.49054288864136,64.51612710952759,83.20355415344238,93.77084970474243
17,0.8101301257512463,76.69776119402985,31.81312382221222,52.16907262802124,83.53726267814636,97.44159579277039
18,0.8114186016258909,76.26865671641792,37.931033968925476,61.95772886276245,81.75750374794006,97.55282998085022
19,0.7892864625845383,78.27425373134328,31.81312382221222,54.28253412246704,82.20244646072388,93.6596155166626
20,0.7758089306416797,78.87126865671642,35.15016436576843,62.18019723892212,81.8687379360199,91.99109673500061
21,0.7574516376675064,80.61567164179104,32.14682936668396,52.50278115272522,80.42268753051758,92.88097620010376
22,0.7512982533716444,80.97014925373134,26.585093140602112,45.272523164749146,73.08119535446167,91.10121726989746
23,0.7235533134705985,82.92910447761194,34.927695989608765,55.72858452796936,77.53058671951294,91.87986254692078
24,0.7192532114128568,83.44216417910447,33.92658233642578,48.05338978767395,76.08453631401062,92.54727363586426
25,0.6935619624025786,84.99067164179105,38.153502345085144,54.06006574630737,78.30922603607178,89.09899592399597
26,0.6952420521360725,85.2705223880597,30.92324733734131,53.28142046928406,85.09454727172852,93.77084970474243
27,0.680082654997484,85.95149253731343,27.808675169944763,52.39154100418091,80.08898496627808,88.8765275478363
28,0.6748900645037196,86.96828358208955,25.6952166557312,45.05005478858948,78.08675765991211,93.88208985328674
29,0.6413411861035361,89.1044776119403,45.05005478858948,63.62624764442444,79.19910550117493,89.87763524055481
30,0.6418014400263331,89.42164179104478,44.938817620277405,69.85539197921753,88.43158483505249,97.33036160469055
31,0.5638352187266991,94.20708955223881,52.614015340805054,69.52168941497803,85.20578145980835,97.44159579277039
32,0.5572463102972329,94.94402985074628,58.06451439857483,77.53058671951294,89.2102301120758,96.55172228813171
33,0.5443841877268322,95.38246268656717,66.96329116821289,83.6484968662262,94.21579241752625,98.10900688171387
34,0.5452619294399645,95.4757462686567,66.85205698013306,83.75973105430603,94.54949498176575,97.8865385055542
35,0.5381794566093986,95.66231343283582,72.41379022598267,88.09788227081299,94.88319754600525,97.44159579277039
36,0.53022962437192,96.17537313432835,75.6395936012268,88.8765275478363,94.88319754600525,97.77530431747437
37,0.5289514152861353,96.30597014925372,79.97775077819824,89.65516686439514,95.88431119918823,97.77530431747437
38,0.5243309937751115,96.64179104477611,79.08787131309509,88.76529335975647,94.43826079368591,97.55282998085022
39,0.5220075665347612,96.61380597014926,83.20355415344238,91.76862835884094,94.77196335792542,97.55282998085022
40,0.5233032758778601,96.51119402985074,83.09231996536255,90.65628051757812,95.99554538726807,97.55282998085022
41,0.5180583268848817,97.06156716417911,84.42713618278503,90.98998308181763,95.55060863494873,97.8865385055542
42,0.5176778812461824,96.875,82.64738321304321,91.54615998268127,95.10566592216492,96.66295647621155
