epoch,train_loss,train_accuracy,test_recall@1,test_recall@2,test_recall@4,test_recall@8
34,0.7204167872422849,82.51304996271439,34.24657583236694,55.859971046447754,84.4748854637146,96.9558596611023
35,0.709049291925409,83.46383296047726,40.33485651016235,58.90411138534546,82.49619603157043,93.75951290130615
36,0.7088218950940814,83.61297539149888,37.89954483509064,61.79604530334473,84.93150472640991,97.56469130516052
37,0.7046790738811607,84.07904548844147,33.028918504714966,56.316590309143066,78.08219194412231,98.02131056785583
38,0.7026786950655076,84.3027591349739,36.68188750743866,61.1872136592865,85.84474921226501,95.89041471481323
39,0.6938178183692858,84.8806860551827,36.52968108654022,60.12176871299744,85.3881299495697,98.17351698875427
40,0.6895789426711848,84.92729306487695,37.13850975036621,63.77473473548889,84.62709188461304,96.34703397750854
41,0.6773741661746674,85.78486204325131,36.07305884361267,63.31811547279358,86.14916205406189,98.32572340965271
42,0.6667537269176252,86.68903803131991,31.811264157295227,51.902586221694946,80.82191944122314,95.89041471481323
43,0.6806290902414045,85.7102908277405,28.767123818397522,51.293760538101196,75.95129609107971,95.12937664985657
44,0.6755743169633422,86.52125279642058,29.680365324020386,51.293760538101196,77.01674103736877,98.63013625144958
45,0.6751848460577211,86.19500372856078,36.07305884361267,57.83866047859192,84.32267904281616,99.23896789550781
46,0.6735433794774732,85.85943325876212,29.223746061325073,52.054792642593384,75.64688324928284,96.34703397750854
47,0.6713885432255081,86.57718120805369,25.114154815673828,45.814308524131775,76.56012177467346,95.43378949165344
48,0.6667050139215969,86.6517524235645,33.78995358943939,56.77320957183838,82.19178318977356,95.12937664985657
49,0.6728735431906538,86.17636092468307,37.74733543395996,60.73059439659119,84.77929830551147,97.8691041469574
50,0.6656894392481852,86.7076808351976,40.48706293106079,66.21004343032837,91.01978540420532,98.63013625144958
51,0.6763581636901403,85.99925428784489,36.22526526451111,56.77320957183838,77.77777910232544,94.36834454536438
52,0.6687188002709397,86.58650260999255,37.59512901306152,63.01369667053223,88.73668313026428,96.34703397750854
53,0.6704865734493617,86.69835943325876,42.61796176433563,67.88432598114014,90.86757898330688,99.69558715820312
54,0.671746679711573,86.41871737509321,29.37595248222351,52.054792642593384,80.36530017852783,95.281583070755
55,0.6697174305128215,86.83818046234154,38.35616409778595,60.42618155479431,84.62709188461304,98.93454909324646
56,0.6669640029481237,86.82885906040269,37.74733543395996,64.53576683998108,89.04109597206116,99.08676147460938
57,0.6639804292489663,86.84750186428039,31.963470578193665,55.251139402389526,82.19178318977356,95.89041471481323
58,0.6658234280005575,86.50260999254287,30.898022651672363,56.316590309143066,81.58295154571533,93.45510005950928
59,0.6624284908897747,87.16442953020133,34.85540449619293,56.468796730041504,77.77777910232544,95.281583070755
60,0.671829753985252,86.58650260999255,37.74733543395996,58.90411138534546,83.56164693832397,97.41247892379761
61,0.6653693580831902,86.9034302759135,28.614917397499084,50.98934769630432,81.88737034797668,98.32572340965271
62,0.6606102361552845,87.36017897091722,34.55098867416382,58.599698543548584,81.73515796661377,92.84627437591553
63,0.6622620352740434,87.22035794183445,36.07305884361267,57.990866899490356,82.80060887336731,99.23896789550781
64,0.6650096447186893,86.63310961968679,38.66057991981506,62.25266456604004,85.3881299495697,95.58599591255188
65,0.6666571748381137,86.78225205070844,26.331812143325806,50.98934769630432,80.82191944122314,99.08676147460938
66,0.654368651326604,87.72371364653245,35.768646001815796,58.599698543548584,82.19178318977356,94.82496380805969
67,0.6644282529240308,86.68903803131991,28.767123818397522,53.4246563911438,80.51750659942627,98.02131056785583
68,0.66609038873718,87.07121551081283,33.028918504714966,55.09893298149109,79.7564685344696,96.19482755661011
69,0.6624074878753076,87.32289336316182,35.15981733798981,56.468796730041504,79.45205569267273,93.45510005950928
70,0.6600868422357472,87.72371364653245,29.37595248222351,50.228309631347656,77.32115983963013,95.58599591255188
71,0.6628388591571853,86.91275167785236,42.77016818523407,64.84018564224243,87.97564506530762,97.41247892379761
72,0.6513279202622677,88.30164056674124,29.52815890312195,56.316590309143066,85.54033637046814,97.41247892379761
73,0.6581884984602064,87.27628635346755,37.74733543395996,60.12176871299744,83.56164693832397,97.10806608200073
74,0.6630407513788082,87.32289336316182,29.52815890312195,49.771690368652344,75.79908967018127,92.84627437591553
75,0.6633591003866004,87.2110365398956,29.680365324020386,51.14155411720276,76.40791535377502,95.281583070755
76,0.6565918807748713,87.95674869500372,32.57229924201965,55.859971046447754,79.60426211357117,97.56469130516052
77,0.6582842689454778,87.77964205816555,35.61643958091736,58.143073320388794,83.40944051742554,96.49924039840698
78,0.6612426748389544,87.30425055928411,31.65905773639679,56.16438388824463,81.58295154571533,97.41247892379761
79,0.6540571144941046,88.04064131245339,38.20395767688751,59.817349910736084,83.25722813606262,98.17351698875427
80,0.6566147168432929,87.70507084265473,29.680365324020386,54.49010729789734,78.69101762771606,94.52055096626282
81,0.652565051423001,87.96607009694259,35.00761091709137,55.09893298149109,78.38660478591919,93.30289363861084
82,0.6532381358073773,87.96607009694259,31.506848335266113,58.75190496444702,83.86605978012085,97.26027250289917
83,0.6541559372838979,88.00335570469798,29.52815890312195,56.16438388824463,83.10502171516418,96.19482755661011
84,0.6493706580732048,87.93810589112603,36.22526526451111,59.51293706893921,85.84474921226501,97.8691041469574
85,0.6572649668038203,87.59321401938853,30.289193987846375,48.24962019920349,74.73363876342773,91.01978540420532
86,0.6556106945812302,87.65846383296048,33.33333432674408,56.77320957183838,78.84323000907898,91.78082346916199
87,0.6455509957317804,88.47874720357942,30.59360682964325,50.228309631347656,73.36377501487732,96.04262113571167
88,0.650616738820236,87.87285607755406,36.8340939283371,56.77320957183838,87.21461296081543,98.32572340965271
89,0.6486230434365098,88.30164056674124,32.26788341999054,52.359211444854736,76.40791535377502,95.89041471481323
90,0.6543405032220125,87.8262490678598,28.91933023929596,52.359211444854736,80.6697130203247,96.49924039840698
91,0.6516851143415608,87.91946308724832,31.354641914367676,55.859971046447754,83.71385335922241,98.17351698875427
92,0.6542559158304216,87.83557046979867,33.637747168540955,60.73059439659119,83.86605978012085,97.41247892379761
93,0.6539865559290631,87.5,34.39878225326538,62.86149024963379,83.40944051742554,98.17351698875427
94,0.6508306815809141,87.81692766592096,33.028918504714966,59.0563178062439,86.75799369812012,96.19482755661011
95,0.652515448668748,87.79828486204325,31.963470578193665,53.88128161430359,80.6697130203247,95.12937664985657
96,0.6544382905755622,87.57457121551082,39.42161500453949,63.77473473548889,86.91020011901855,94.97717022895813
97,0.650761658002155,88.3482475764355,28.91933023929596,49.92389678955078,80.06088137626648,96.34703397750854
98,0.648062301295449,88.42281879194631,31.0502290725708,52.968037128448486,73.36377501487732,89.95434045791626
99,0.653440050853001,88.07792692020881,31.963470578193665,56.16438388824463,79.7564685344696,93.60730648040771
100,0.6483664055932021,88.25503355704699,32.57229924201965,52.968037128448486,81.88737034797668,96.19482755661011
